Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;Букмекер_1;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Букмекер_2;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Букмекер_3;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2014-2015;27-й тур;Сток Сити;Халл Сити;1;0;Матч завершен 28 февраля 2015;Неизвестно;1,97;3,55;4,50;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;24.08.14;Халл Сити;Сток Сити;1;1;Английская Премьер-лига 2013-2014;29.03.14;Сток Сити;Халл Сити;1;0;Английская Премьер-лига 2013-2014;14.12.13;Халл Сити;Сток Сити;0;0;Английская Премьер-лига 2009-2010;03.04.10;Сток Сити;Халл Сити;2;0;Английская Премьер-лига 2009-2010;08.11.09;Халл Сити;Сток Сити;2;1;21.02.15;АстонВилла;Сток Сити;1;2;11.02.15;СтокСити;Манчестер Сити;1;4;08.02.15;Ньюкасл;Сток Сити;1;1;31.01.15;СтокСити;КПР;3;1;17.01.15;Лестер;Сток Сити;0;1;11.01.15;Арсенал;Сток Сити;3;0;01.01.15;СтокСити;Манчестер Юнайтед;1;1;21.02.15;ХаллСити;КПР;2;1;10.02.15;ХаллСити;Астон Вилла;2;0;07.02.15;МанчестерСити;Халл Сити;1;1;31.01.15;ХаллСити;Ньюкасл;0;3;18.01.15;ВестХэм;Халл Сити;3;0;10.01.15;ВестБромвич;Халл Сити;1;0;01.01.15;ХаллСити;Эвертон;2;0;Сток Сити;10;;26;10;6;10;30;34;42;38;37;36;32;30;28;Халл Сити;14;;26;7;7;12;24;34;32;30;0;28;25;24;22
2014-2015;27-й тур;Вест Бромвич;Саутгемптон;1;0;Матч завершен 28 февраля 2015;Неизвестно;3,60;3,35;2,35;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;23.08.14;Саутгемптон;Вест Бромвич;0;0;Английская Премьер-лига 2013-2014;11.01.14;Саутгемптон;Вест Бромвич;1;0;Английская Премьер-лига 2013-2014;17.08.13;Вест Бромвич;Саутгемптон;0;1;Английская Премьер-лига 2012-2013;27.04.13;Саутгемптон;Вест Бромвич;0;3;Английская Премьер-лига 2012-2013;05.11.12;Вест Бромвич;Саутгемптон;2;0;21.02.15;Сандерленд;Вест Бромвич;0;0;11.02.15;ВестБромвич;Суонси;2;0;08.02.15;Бернли;Вест Бромвич;2;2;31.01.15;ВестБромвич;Тоттенхэм;0;3;19.01.15;Эвертон;Вест Бромвич;0;0;10.01.15;ВестБромвич;Халл Сити;1;0;01.01.15;ВестХэм;Вест Бромвич;1;1;22.02.15;Саутгемптон;Ливерпуль;0;2;11.02.15;Саутгемптон;Вест Хэм;0;0;07.02.15;КПР;Саутгемптон;0;1;01.02.15;Саутгемптон;Суонси;0;1;17.01.15;Ньюкасл;Саутгемптон;1;2;11.01.15;МанчестерЮнайтед;Саутгемптон;0;1;01.01.15;Саутгемптон;Арсенал;2;0;Вест Бромвич;15;;26;5;10;11;23;34;30;28;28;25;24;22;22;Саутгемптон;4;;26;14;4;8;36;19;60;57;49;46;0;45;42
2014-2015;27-й тур;Вест Хэм;Кристал Пэлас;1;3;Матч завершен 28 февраля 2015;Неизвестно;2,11;3,50;4,10;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;23.08.14;Кристал Пэлас;Вест Хэм;1;3;Английская Премьер-лига 2013-2014;19.04.14;Вест Хэм;Кристал Пэлас;0;1;Английская Премьер-лига 2013-2014;03.12.13;Кристал Пэлас;Вест Хэм;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.02.15;Тоттенхэм;Вест Хэм;2;2;11.02.15;Саутгемптон;Вест Хэм;0;0;08.02.15;ВестХэм;Манчестер Юнайтед;1;1;31.01.15;Ливерпуль;Вест Хэм;2;0;18.01.15;ВестХэм;Халл Сити;3;0;10.01.15;Суонси;Вест Хэм;1;1;01.01.15;ВестХэм;Вест Бромвич;1;1;21.02.15;КристалПэлас;Арсенал;1;2;11.02.15;КристалПэлас;Ньюкасл;1;1;07.02.15;Лестер;Кристал Пэлас;0;1;31.01.15;КристалПэлас;Эвертон;0;1;17.01.15;Бернли;Кристал Пэлас;2;3;10.01.15;КристалПэлас;Тоттенхэм;2;1;01.01.15;АстонВилла;Кристал Пэлас;0;0;Вест Хэм;8;;26;10;8;8;36;30;46;45;42;38;37;36;32;Кристал Пэлас;14;;26;6;9;11;27;37;32;28;28;27;25;24;22
2014-2015;26-й тур;Саутгемптон;Ливерпуль;0;2;Матч завершен 22 февраля 2015;Неизвестно;2,66;3,35;3,05;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;17.08.14;Ливерпуль;Саутгемптон;2;1;Английская Премьер-лига 2013-2014;01.03.14;Саутгемптон;Ливерпуль;0;3;Английская Премьер-лига 2013-2014;21.09.13;Ливерпуль;Саутгемптон;0;1;Английская Премьер-лига 2012-2013;16.03.13;Саутгемптон;Ливерпуль;3;1;Английская Премьер-лига 2012-2013;01.12.12;Ливерпуль;Саутгемптон;1;0;11.02.15;Саутгемптон;Вест Хэм;0;0;07.02.15;КПР;Саутгемптон;0;1;01.02.15;Саутгемптон;Суонси;0;1;17.01.15;Ньюкасл;Саутгемптон;1;2;11.01.15;МанчестерЮнайтед;Саутгемптон;0;1;01.01.15;Саутгемптон;Арсенал;2;0;28.12.14;Саутгемптон;Челси;1;1;10.02.15;Ливерпуль;Тоттенхэм;3;2;07.02.15;Эвертон;Ливерпуль;0;0;31.01.15;Ливерпуль;Вест Хэм;2;0;17.01.15;АстонВилла;Ливерпуль;0;2;10.01.15;Сандерленд;Ливерпуль;0;1;01.01.15;Ливерпуль;Лестер;2;2;29.12.14;Ливерпуль;Суонси;4;1;Саутгемптон;4;;25;14;4;7;36;17;60;57;49;46;46;45;39;Ливерпуль;7;;25;11;6;8;34;28;46;46;45;39;38;37;36
2014-2015;26-й тур;Эвертон;Лестер;2;2;Матч завершен 22 февраля 2015;Неизвестно;1,80;3,75;5,40;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Лестер;Эвертон;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.02.15;Челси;Эвертон;1;0;07.02.15;Эвертон;Ливерпуль;0;0;31.01.15;КристалПэлас;Эвертон;0;1;19.01.15;Эвертон;Вест Бромвич;0;0;10.01.15;Эвертон;Манчестер Сити;1;1;01.01.15;ХаллСити;Эвертон;2;0;28.12.14;Ньюкасл;Эвертон;3;2;10.02.15;Арсенал;Лестер;2;1;07.02.15;Лестер;Кристал Пэлас;0;1;31.01.15;МанчестерЮнайтед;Лестер;3;1;17.01.15;Лестер;Сток Сити;0;1;10.01.15;Лестер;Астон Вилла;1;0;01.01.15;Ливерпуль;Лестер;2;2;28.12.14;ХаллСити;Лестер;0;1;Эвертон;13;;25;6;9;10;31;35;36;32;28;27;27;25;24;Лестер;20;;25;4;7;14;21;38;22;22;22;19;0;0;0
2014-2015;26-й тур;Тоттенхэм;Вест Хэм;2;2;Матч завершен 22 февраля 2015;Неизвестно;1,80;3,90;5,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Вест Хэм;Тоттенхэм;0;1;Английская Премьер-лига 2013-2014;03.05.14;Вест Хэм;Тоттенхэм;2;0;Английская Премьер-лига 2013-2014;06.10.13;Тоттенхэм;Вест Хэм;0;3;Английская Премьер-лига 2012-2013;25.02.13;Вест Хэм;Тоттенхэм;2;3;Английская Премьер-лига 2012-2013;25.11.12;Тоттенхэм;Вест Хэм;3;1;10.02.15;Ливерпуль;Тоттенхэм;3;2;07.02.15;Тоттенхэм;Арсенал;2;1;31.01.15;ВестБромвич;Тоттенхэм;0;3;17.01.15;Тоттенхэм;Сандерленд;2;1;10.01.15;КристалПэлас;Тоттенхэм;2;1;01.01.15;Тоттенхэм;Челси;5;3;28.12.14;Тоттенхэм;Манчестер Юнайтед;0;0;11.02.15;Саутгемптон;Вест Хэм;0;0;08.02.15;ВестХэм;Манчестер Юнайтед;1;1;31.01.15;Ливерпуль;Вест Хэм;2;0;18.01.15;ВестХэм;Халл Сити;3;0;10.01.15;Суонси;Вест Хэм;1;1;01.01.15;ВестХэм;Вест Бромвич;1;1;28.12.14;ВестХэм;Арсенал;1;2;Тоттенхэм;6;;25;14;3;8;39;33;49;46;45;45;39;37;37;Вест Хэм;8;;25;10;7;8;34;28;45;45;39;37;0;36;32
2014-2015;26-й тур;Манчестер Сити;Ньюкасл;5;0;Матч завершен 21 февраля 2015;Неизвестно;1,31;6,30;13,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;17.08.14;Ньюкасл;Манчестер Сити;0;2;Английская Премьер-лига 2013-2014;12.01.14;Ньюкасл;Манчестер Сити;0;2;Кубок английской лиги 2013-2014;30.10.13;Ньюкасл;Манчестер Сити;0;0;Английская Премьер-лига 2013-2014;19.08.13;Манчестер Сити;Ньюкасл;4;0;Английская Премьер-лига 2012-2013;30.03.13;Манчестер Сити;Ньюкасл;4;0;11.02.15;СтокСити;Манчестер Сити;1;4;07.02.15;МанчестерСити;Халл Сити;1;1;31.01.15;Челси;Манчестер Сити;1;1;18.01.15;МанчестерСити;Арсенал;0;2;10.01.15;Эвертон;Манчестер Сити;1;1;01.01.15;МанчестерСити;Сандерленд;3;2;28.12.14;МанчестерСити;Бернли;2;2;11.02.15;КристалПэлас;Ньюкасл;1;1;08.02.15;Ньюкасл;Сток Сити;1;1;31.01.15;ХаллСити;Ньюкасл;0;3;17.01.15;Ньюкасл;Саутгемптон;1;2;10.01.15;Челси;Ньюкасл;2;0;01.01.15;Ньюкасл;Бернли;3;3;28.12.14;Ньюкасл;Эвертон;3;2;Манчестер Сити;2;;25;16;6;3;51;23;0;0;60;54;49;46;45;Ньюкасл;11;;25;8;8;9;31;37;37;37;36;32;28;27;27
2014-2015;26-й тур;Астон Вилла;Сток Сити;1;2;Матч завершен 21 февраля 2015;Неизвестно;2,70;3,30;2,98;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Сток Сити;Астон Вилла;0;1;Английская Премьер-лига 2013-2014;23.03.14;Астон Вилла;Сток Сити;1;4;Английская Премьер-лига 2013-2014;21.12.13;Сток Сити;Астон Вилла;2;1;Английская Премьер-лига 2012-2013;06.04.13;Сток Сити;Астон Вилла;1;3;Английская Премьер-лига 2012-2013;08.12.12;Астон Вилла;Сток Сити;0;0;10.02.15;ХаллСити;Астон Вилла;2;0;07.02.15;АстонВилла;Челси;1;2;01.02.15;Арсенал;Астон Вилла;5;0;17.01.15;АстонВилла;Ливерпуль;0;2;10.01.15;Лестер;Астон Вилла;1;0;01.01.15;АстонВилла;Кристал Пэлас;0;0;28.12.14;АстонВилла;Сандерленд;0;0;11.02.15;СтокСити;Манчестер Сити;1;4;08.02.15;Ньюкасл;Сток Сити;1;1;31.01.15;СтокСити;КПР;3;1;17.01.15;Лестер;Сток Сити;0;1;11.01.15;Арсенал;Сток Сити;3;0;01.01.15;СтокСити;Манчестер Юнайтед;1;1;28.12.14;СтокСити;Вест Бромвич;2;0;Астон Вилла;18;;25;5;7;13;12;33;24;23;22;22;21;19;0;Сток Сити;10;;25;9;6;10;28;33;39;37;34;33;32;27;27
2014-2015;26-й тур;Челси;Бернли;1;1;Матч завершен 21 февраля 2015;Неизвестно;1,23;7,90;18,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;18.08.14;Бернли;Челси;1;3;Английская Премьер-лига 2009-2010;03.01.10;Бернли;Челси;1;2;Английская Премьер-лига 2009-2010;29.08.09;Челси;Бернли;3;0;0;0;0;0;0;0;0;0;0;0;0;0;11.02.15;Челси;Эвертон;1;0;07.02.15;АстонВилла;Челси;1;2;31.01.15;Челси;Манчестер Сити;1;1;17.01.15;Суонси;Челси;0;5;10.01.15;Челси;Ньюкасл;2;0;01.01.15;Тоттенхэм;Челси;5;3;28.12.14;Саутгемптон;Челси;1;1;11.02.15;МанчестерЮнайтед;Бернли;3;1;08.02.15;Бернли;Вест Бромвич;2;2;31.01.15;Сандерленд;Бернли;2;0;17.01.15;Бернли;Кристал Пэлас;2;3;10.01.15;Бернли;КПР;2;1;01.01.15;Ньюкасл;Бернли;3;3;28.12.14;МанчестерСити;Бернли;2;2;Челси;1;;25;18;5;2;55;20;0;0;0;59;54;46;46;Бернли;19;;25;4;9;12;24;43;23;22;22;21;19;0;0
2014-2015;26-й тур;Кристал Пэлас;Арсенал;1;2;Матч завершен 21 февраля 2015;Неизвестно;5,00;3,80;1,85;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Арсенал;Кристал Пэлас;2;1;Английская Премьер-лига 2013-2014;02.02.14;Арсенал;Кристал Пэлас;2;0;Английская Премьер-лига 2013-2014;26.10.13;Кристал Пэлас;Арсенал;0;2;Английская Премьер-лига 2004-2005;14.02.05;Арсенал;Кристал Пэлас;5;1;Английская Премьер-лига 2004-2005;06.11.04;Кристал Пэлас;Арсенал;1;1;11.02.15;КристалПэлас;Ньюкасл;1;1;07.02.15;Лестер;Кристал Пэлас;0;1;31.01.15;КристалПэлас;Эвертон;0;1;17.01.15;Бернли;Кристал Пэлас;2;3;10.01.15;КристалПэлас;Тоттенхэм;2;1;01.01.15;АстонВилла;Кристал Пэлас;0;0;28.12.14;КПР;Кристал Пэлас;0;0;10.02.15;Арсенал;Лестер;2;1;07.02.15;Тоттенхэм;Арсенал;2;1;01.02.15;Арсенал;Астон Вилла;5;0;18.01.15;МанчестерСити;Арсенал;0;2;11.01.15;Арсенал;Сток Сити;3;0;01.01.15;Саутгемптон;Арсенал;2;0;28.12.14;ВестХэм;Арсенал;1;2;Кристал Пэлас;13;;25;6;9;10;26;35;33;32;27;27;25;24;23;Арсенал;3;;25;13;7;5;46;27;0;59;54;46;0;45;45
2014-2015;26-й тур;Халл Сити;КПР;2;1;Матч завершен 21 февраля 2015;Неизвестно;2,10;3,45;4,15;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;КПР;Халл Сити;0;1;Чемпионшип 2010-2011;25.04.11;КПР;Халл Сити;1;1;Чемпионшип 2010-2011;29.01.11;Халл Сити;КПР;0;0;Чемпионшип 2007-2008;12.04.08;Халл Сити;КПР;1;1;Чемпионшип 2006-2007;13.01.07;Халл Сити;КПР;2;1;10.02.15;ХаллСити;Астон Вилла;2;0;07.02.15;МанчестерСити;Халл Сити;1;1;31.01.15;ХаллСити;Ньюкасл;0;3;18.01.15;ВестХэм;Халл Сити;3;0;10.01.15;ВестБромвич;Халл Сити;1;0;01.01.15;ХаллСити;Эвертон;2;0;28.12.14;ХаллСити;Лестер;0;1;10.02.15;Сандерленд;КПР;0;2;07.02.15;КПР;Саутгемптон;0;1;31.01.15;СтокСити;КПР;3;1;17.01.15;КПР;Манчестер Юнайтед;0;2;10.01.15;Бернли;КПР;2;1;01.01.15;КПР;Суонси;1;1;28.12.14;КПР;Кристал Пэлас;0;0;Халл Сити;14;;25;6;7;12;22;33;32;27;27;25;24;23;22;КПР;17;;25;6;4;15;24;40;25;24;23;22;0;21;19
2014-2015;26-й тур;Суонси;Манчестер Юнайтед;2;1;Матч завершен 21 февраля 2015;Неизвестно;4,35;3,67;2,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Манчестер Юнайтед;Суонси;1;2;Английская Премьер-лига 2013-2014;11.01.14;Манчестер Юнайтед;Суонси;2;0;Английская Премьер-лига 2013-2014;17.08.13;Суонси;Манчестер Юнайтед;1;4;Английская Премьер-лига 2012-2013;12.05.13;Манчестер Юнайтед;Суонси;2;1;Английская Премьер-лига 2012-2013;23.12.12;Суонси;Манчестер Юнайтед;1;1;11.02.15;ВестБромвич;Суонси;2;0;07.02.15;Суонси;Сандерленд;1;1;01.02.15;Саутгемптон;Суонси;0;1;17.01.15;Суонси;Челси;0;5;10.01.15;Суонси;Вест Хэм;1;1;01.01.15;КПР;Суонси;1;1;29.12.14;Ливерпуль;Суонси;4;1;11.02.15;МанчестерЮнайтед;Бернли;3;1;08.02.15;ВестХэм;Манчестер Юнайтед;1;1;31.01.15;МанчестерЮнайтед;Лестер;3;1;17.01.15;КПР;Манчестер Юнайтед;0;2;11.01.15;МанчестерЮнайтед;Саутгемптон;0;1;01.01.15;СтокСити;Манчестер Юнайтед;1;1;28.12.14;Тоттенхэм;Манчестер Юнайтед;0;0;Суонси;9;;25;9;7;9;27;33;45;39;37;34;33;32;27;Манчестер Юнайтед;5;;25;12;9;4;42;24;54;46;46;45;0;39;37
2014-2015;26-й тур;Сандерленд;Вест Бромвич;0;0;Матч завершен 21 февраля 2015;Неизвестно;2,75;3,25;3,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;16.08.14;Вест Бромвич;Сандерленд;2;2;Английская Премьер-лига 2013-2014;07.05.14;Сандерленд;Вест Бромвич;2;0;Английская Премьер-лига 2013-2014;21.09.13;Вест Бромвич;Сандерленд;3;0;Английская Премьер-лига 2012-2013;23.02.13;Вест Бромвич;Сандерленд;2;1;Английская Премьер-лига 2012-2013;24.11.12;Сандерленд;Вест Бромвич;2;4;10.02.15;Сандерленд;КПР;0;2;07.02.15;Суонси;Сандерленд;1;1;31.01.15;Сандерленд;Бернли;2;0;17.01.15;Тоттенхэм;Сандерленд;2;1;10.01.15;Сандерленд;Ливерпуль;0;1;01.01.15;МанчестерСити;Сандерленд;3;2;28.12.14;АстонВилла;Сандерленд;0;0;11.02.15;ВестБромвич;Суонси;2;0;08.02.15;Бернли;Вест Бромвич;2;2;31.01.15;ВестБромвич;Тоттенхэм;0;3;19.01.15;Эвертон;Вест Бромвич;0;0;10.01.15;ВестБромвич;Халл Сити;1;0;01.01.15;ВестХэм;Вест Бромвич;1;1;28.12.14;СтокСити;Вест Бромвич;2;0;Сандерленд;16;;25;4;11;10;21;33;27;25;24;23;22;22;21;Вест Бромвич;15;;25;5;9;11;23;34;27;27;25;24;23;22;22
2014-2015;25-й тур;Кристал Пэлас;Ньюкасл;1;1;Матч завершен 11 февраля 2015;Неизвестно;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;30.08.14;Ньюкасл;Кристал Пэлас;3;3;Английская Премьер-лига 2013-2014;22.03.14;Ньюкасл;Кристал Пэлас;1;0;Английская Премьер-лига 2013-2014;21.12.13;Кристал Пэлас;Ньюкасл;0;3;Английская Премьер-лига 2004-2005;30.04.05;Ньюкасл;Кристал Пэлас;0;0;Английская Премьер-лига 2004-2005;20.11.04;Кристал Пэлас;Ньюкасл;0;2;07.02.15;Лестер;Кристал Пэлас;0;1;31.01.15;КристалПэлас;Эвертон;0;1;17.01.15;Бернли;Кристал Пэлас;2;3;10.01.15;КристалПэлас;Тоттенхэм;2;1;01.01.15;АстонВилла;Кристал Пэлас;0;0;28.12.14;КПР;Кристал Пэлас;0;0;26.12.14;КристалПэлас;Саутгемптон;1;3;08.02.15;Ньюкасл;Сток Сити;1;1;31.01.15;ХаллСити;Ньюкасл;0;3;17.01.15;Ньюкасл;Саутгемптон;1;2;10.01.15;Челси;Ньюкасл;2;0;01.01.15;Ньюкасл;Бернли;3;3;28.12.14;Ньюкасл;Эвертон;3;2;26.12.14;МанчестерЮнайтед;Ньюкасл;3;1;Кристал Пэлас;13;;24;6;8;10;25;34;33;31;27;26;25;23;22;Ньюкасл;11;;24;8;7;9;30;36;37;34;33;31;27;26;25
2014-2015;25-й тур;Вест Бромвич;Суонси;2;0;Матч завершен 11 февраля 2015;Неизвестно;2,46;3,30;3,35;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;30.08.14;Суонси;Вест Бромвич;3;0;Английская Премьер-лига 2013-2014;15.03.14;Суонси;Вест Бромвич;1;2;Английская Премьер-лига 2013-2014;01.09.13;Вест Бромвич;Суонси;0;2;Английская Премьер-лига 2012-2013;09.03.13;Вест Бромвич;Суонси;2;1;Английская Премьер-лига 2012-2013;28.11.12;Суонси;Вест Бромвич;3;1;08.02.15;Бернли;Вест Бромвич;2;2;31.01.15;ВестБромвич;Тоттенхэм;0;3;19.01.15;Эвертон;Вест Бромвич;0;0;10.01.15;ВестБромвич;Халл Сити;1;0;01.01.15;ВестХэм;Вест Бромвич;1;1;28.12.14;СтокСити;Вест Бромвич;2;0;26.12.14;ВестБромвич;Манчестер Сити;1;3;07.02.15;Суонси;Сандерленд;1;1;01.02.15;Саутгемптон;Суонси;0;1;17.01.15;Суонси;Челси;0;5;10.01.15;Суонси;Вест Хэм;1;1;01.01.15;КПР;Суонси;1;1;29.12.14;Ливерпуль;Суонси;4;1;26.12.14;Суонси;Астон Вилла;1;0;Вест Бромвич;18;;24;4;9;11;21;34;23;22;22;21;21;19;0;Суонси;9;;24;9;7;8;27;31;45;39;37;34;33;31;27
2014-2015;25-й тур;Саутгемптон;Вест Хэм;0;0;Матч завершен 11 февраля 2015;Неизвестно;1,72;4,05;5,50;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;30.08.14;Вест Хэм;Саутгемптон;1;3;Английская Премьер-лига 2013-2014;22.02.14;Вест Хэм;Саутгемптон;3;1;Английская Премьер-лига 2013-2014;15.09.13;Саутгемптон;Вест Хэм;0;0;Английская Премьер-лига 2012-2013;13.04.13;Саутгемптон;Вест Хэм;1;1;Английская Премьер-лига 2012-2013;20.10.12;Вест Хэм;Саутгемптон;4;1;07.02.15;КПР;Саутгемптон;0;1;01.02.15;Саутгемптон;Суонси;0;1;17.01.15;Ньюкасл;Саутгемптон;1;2;11.01.15;МанчестерЮнайтед;Саутгемптон;0;1;01.01.15;Саутгемптон;Арсенал;2;0;28.12.14;Саутгемптон;Челси;1;1;26.12.14;КристалПэлас;Саутгемптон;1;3;08.02.15;ВестХэм;Манчестер Юнайтед;1;1;31.01.15;Ливерпуль;Вест Хэм;2;0;18.01.15;ВестХэм;Халл Сити;3;0;10.01.15;Суонси;Вест Хэм;1;1;01.01.15;ВестХэм;Вест Бромвич;1;1;28.12.14;ВестХэм;Арсенал;1;2;26.12.14;Челси;Вест Хэм;2;0;Саутгемптон;4;;24;14;3;7;36;17;56;51;46;45;45;42;39;Вест Хэм;8;;24;10;6;8;34;28;45;42;39;36;34;33;31
2014-2015;25-й тур;Сток Сити;Манчестер Сити;1;4;Матч завершен 11 февраля 2015;Неизвестно;6,00;4,15;1,70;-;-;0;0;0;0;0;0;0;0;0;0;0;0;Английская Премьер-лига 2014-2015;30.08.14;Манчестер Сити;Сток Сити;0;1;Английская Премьер-лига 2013-2014;22.02.14;Манчестер Сити;Сток Сити;1;0;Английская Премьер-лига 2013-2014;14.09.13;Сток Сити;Манчестер Сити;0;0;Английская Премьер-лига 2012-2013;01.01.13;Манчестер Сити;Сток Сити;3;0;Английская Премьер-лига 2012-2013;15.09.12;Сток Сити;Манчестер Сити;1;1;08.02.15;Ньюкасл;Сток Сити;1;1;31.01.15;СтокСити;КПР;3;1;17.01.15;Лестер;Сток Сити;0;1;11.01.15;Арсенал;Сток Сити;3;0;01.01.15;СтокСити;Манчестер Юнайтед;1;1;28.12.14;СтокСити;Вест Бромвич;2;0;26.12.14;Эвертон;Сток Сити;0;1;07.02.15;МанчестерСити;Халл Сити;1;1;31.01.15;Челси;Манчестер Сити;1;1;18.01.15;МанчестерСити;Арсенал;0;2;10.01.15;Эвертон;Манчестер Сити;1;1;01.01.15;МанчестерСити;Сандерленд;3;2;28.12.14;МанчестерСити;Бернли;2;2;26.12.14;ВестБромвич;Манчестер Сити;1;3;Сток Сити;10;;24;9;6;9;27;29;39;36;34;33;31;27;26;Манчестер Сити;2;;24;15;6;3;47;22;0;0;56;51;46;45;45
